Bait	Bait Mutation Status and/or Drug Condition	Prey	AvePSM	Z	WD	Entropy	Prey Gene Name	
CHEK2	k373e	Q96PK6	13.66666667	3.81857761	6.081090725	1.581739467	RBM14	
CHEK2	k373e	P18124	12.66666667	2.632824696	1.575900147	1.578225875	RPL7	
CHEK2	k373e	Q9Y5B9	11.66666667	2.015477782	2.477463477	1.563358828	SUPT16H	
CHEK2	k373e	Q99459	11	3.264737064	5.837385326	1.581213609	CDC5L	
CHEK2	k373e	P83111	10.66666667	3.088489112	133.3639216	1.583623703	LACTB	
CHEK2	k373e	Q8NC56	10.66666667	5.007074827	8.73953239	1.568112709	LEMD2	
CHEK2	k373e	Q9UN86	10.66666667	3.314078559	2.808219063	1.583623703	G3BP2	
CHEK2	k373e	P51116	10.33333333	3.139956908	15.85654818	1.575214605	FXR2	
CHEK2	k373e	Q9NVP1	10.33333333	2.763817442	6.43410601	1.579197803	DDX18	
CHEK2	k373e	Q7L2E3	10	3.292327017	28.75615008	1.52236867	DHX30	
CHEK2	k373e	Q5SSJ5	10	3.456514608	19.71142206	1.57094507	HP1BP3	
CHEK2	k373e	Q14684	9.666666667	3.10131944	19.58336152	1.583340773	RRP1B	
CHEK2	k373e	P46087	9.666666667	2.625636479	10.16263258	1.573517241	NOP2	
CHEK2	k373e	Q08945	9.666666667	2.88550677	3.118565141	1.573517241	SSRP1	
CHEK2	k373e	O76021	9.666666667	3.083745322	2.660444207	1.578679627	RSL1D1	
CHEK2	k373e	O95782	9.666666667	2.612073096	2.224058507	1.573517241	AP2A1	
CHEK2	k373e	Q12965	9.333333333	3.947820982	212.2688496	1.577925381	MYO1E	
CHEK2	k373e	Q86UE4	9.333333333	2.640231437	2.446680148	1.561778923	MTDH	
CHEK2	k373e	O95793	9	3.66929189	50.8516338	1.567702341	STAU1	
CHEK2	k373e	Q02880	8.666666667	2.261751459	43.63995349	1.570794212	TOP2B	
CHEK2	k373e	Q8TDD1	8.666666667	3.156769153	23.46167233	1.54614263	DDX54	
CHEK2	k373e	Q9BZF9	8.666666667	1.700056345	13.89558804	1.570794212	UACA	
CHEK2	k373e	O60832	8.666666667	3.247882128	4.666828708	1.582957653	DKC1	
CHEK2	k373e	Q7KZF4	8.666666667	1.686856601	1.876333874	1.577221668	SND1	
CHEK2	k373e	Q9H6R4	8	2.167427576	139.7011351	1.563185379	NOL6	
CHEK2	k373e	Q12905	8	3.40623393	2.375224346	1.564884333	ILF2	
CHEK2	k373e	P18077	8	4.026606531	1.582757735	1.578020848	RPL35A	
CHEK2	k373e	Q5M775	7.666666667	5.423601436	58.12172875	1.56696715	SPECC1	
CHEK2	k373e	Q9NUQ6	7.666666667	1.689815509	6.355427027	1.575189876	SPATS2L	
CHEK2	k373e	Q96SB4	7.666666667	2.007852078	1.712980556	1.575189876	SRPK1	
CHEK2	k373e	Q9UNX4	7.333333333	2.383966067	43.96629668	1.573692105	WDR3	
CHEK2	k373e	P35251	7.333333333	2.62974211	37.60660898	1.582272341	RFC1	
CHEK2	k373e	Q8WTT2	7.333333333	3.755737416	9.569895774	1.566146831	NOC3L	
CHEK2	k373e	Q9NW13	7	4.574919474	69.68631553	1.524837932	RBM28	
CHEK2	k373e	Q9H0S4	7	2.668926541	16.05027331	1.502071429	DDX47	
CHEK2	k373e	Q9Y608	7	3.872175076	1.608841579	1.575992254	LRRFIP2	
CHEK2	k373e	O75367	6.666666667	2.722664722	47.34073834	1.581635257	H2AFY	
CHEK2	k373e	Q8TDN6	6.666666667	4.16097035	45.84445416	1.581635257	BRIX1	
CHEK2	k373e	Q96T37	6.666666667	3.185942114	27.75675799	1.581635257	RBM15	
CHEK2	k373e	Q03701	6.666666667	1.99621806	26.29471205	1.581635257	CEBPZ	
CHEK2	k373e	Q01780	6.666666667	1.744196681	2.553345857	1.528096974	EXOSC10	
CHEK2	k373e	Q0ZGT2	6.333333333	3.080603938	40.441051	1.581411577	NEXN	
CHEK2	k373e	Q9BQ39	6.333333333	2.206669049	17.6003822	1.530124965	DDX50	
CHEK2	k373e	Q14980	6.333333333	2.000678976	5.138825877	1.300202946	NUMA1	
CHEK2	k373e	Q9UKV3	6.333333333	3.509239645	1.553720406	1.569974075	ACIN1	
CHEK2	k373e	Q7Z2W4	6	2.075502218	15.00418193	1.572923025	ZC3HAV1	
CHEK2	k373e	Q9GZS1	5.666666667	4.665241831	39.01559954	1.580419993	POLR1E	
CHEK2	k373e	Q8NI36	5.333333333	1.777343724	200.5882839	1.550597657	WDR36	
CHEK2	k373e	Q9GZR7	5.333333333	1.566238988	55.98405585	1.550597657	DDX24	
CHEK2	k373e	Q15397	5.333333333	3.269188541	17.83534752	1.58006019	KIAA0020	
CHEK2	k373e	Q12788	5.333333333	1.742199804	13.38872697	1.550597657	TBL3	
CHEK2	k373e	Q9BZE4	5.333333333	3.094565099	4.552621081	1.58006019	GTPBP4	
CHEK2	k373e	Q6DKI1	5.333333333	4.214572873	3.737708889	1.58006019	RPL7L1	
CHEK2	k373e	Q9H501	5.333333333	2.667307391	3.690422655	1.489764838	ESF1	
CHEK2	k373e	O14979	5.333333333	4.271144835	2.337494143	1.564053541	HNRPDL	
CHEK2	k373e	P05388	5.333333333	4.244107727	1.664845722	1.514829277	RPLP0	
CHEK2	k373e	Q9HAN9	5	2.935418591	154.9399917	1.584962501	NMNAT1	
CHEK2	k373e	Q9Y2R4	5	2.498295908	77.69895637	1.472016625	DDX52	
CHEK2	k373e	Q9BYG3	5	3.385346392	1.761452706	1.567955436	MKI67IP	
CHEK2	k373e	P40429	5	3.273831069	1.653305149	1.567955436	RPL13A	
CHEK2	k373e	Q02241	4.666666667	2.700122143	34.44701755	1.578392733	KIF23	
CHEK2	k373e	Q9Y2D5	4.666666667	2.542021811	5.610449028	1.560251865	AKAP2	
CHEK2	k373e	Q13310	4.666666667	5.490923077	4.593999918	1.578392733	PABPC4	
CHEK2	k373e	Q13601	4.666666667	4.016999462	3.250141272	1.560251865	KRR1	
CHEK2	k373e	Q6PKG0	4.666666667	2.623057189	2.415608911	1.45276465	LARP1	
CHEK2	k373e	O60292	4.333333333	5.67833592	339.8858174	1.577759502	SIPA1L3	
CHEK2	k373e	Q16666	4.333333333	2.424637297	34.50164883	1.534326469	IFI16	
CHEK2	k373e	Q14241	4.333333333	3.472681557	3.208033095	1.474554149	TCEB3	
CHEK2	k373e	Q8N9T8	4	2.226320614	145.761036	1.559120237	KRI1	
CHEK2	k373e	Q15050	4	6.326432307	114.0194949	1.512346202	RRS1	
CHEK2	k373e	Q06787	4	3.031280022	77.31580716	1.369745225	FMR1	
CHEK2	k373e	Q92828	4	2.356709363	36.0310077	1.559120237	CORO2A	
CHEK2	k373e	Q9Y5J1	4	2.21412984	26.7977426	1.512346202	UTP18	
CHEK2	k373e	Q99848	4	2.081144382	20.48078019	1.559120237	EBNA1BP2	
CHEK2	k373e	Q5T3I0	4	5.717637597	16.31564181	1.559120237	GPATCH4	
CHEK2	k373e	Q9Y4P3	4	2.367456333	10.66452772	1.559120237	TBL2	
CHEK2	k373e	Q3KQU3	4	4.644962112	6.679618665	1.49946672	MAP7D1	
CHEK2	k373e	P35250	4	2.717519634	4.237417581	1.559120237	RFC2	
CHEK2	k373e	Q13247	4	3.622654277	4.23506205	1.559120237	SRSF6	
CHEK2	k373e	Q8WXX5	4	2.119819541	3.086299001	1.559120237	DNAJC9	
CHEK2	k373e	P53680	4	2.875327416	2.707249489	1.478534948	AP2S1	
CHEK2	k373e	P11940	4	3.274230193	1.775783598	1.478534948	PABPC1	
CHEK2	k373e	Q15398	4	2.105478877	1.702260405	1.49946672	DLGAP5	
CHEK2	k373e	O15446	3.666666667	6.598026955	125.1494301	1.574627401	CD3EAP	
CHEK2	k373e	Q9Y3A4	3.666666667	2.221004566	90.8894252	1.546631615	RRP7A	
CHEK2	k373e	Q7KZI7	3.666666667	2.856522469	28.8551654	1.574627401	MARK2	
CHEK2	k373e	Q9NX24	3.666666667	3.616190281	22.63058884	1.546631615	NHP2	
CHEK2	k373e	Q8WWM7	3.666666667	4.594661136	20.97872852	1.546631615	ATXN2L	
CHEK2	k373e	Q15269	3.666666667	1.788240634	19.07040274	1.574627401	PWP2	
CHEK2	k373e	Q7Z417	3.666666667	4.102923788	14.43879069	1.546631615	NUFIP2	
CHEK2	k373e	P42696	3.666666667	3.709820529	13.93385807	1.510002757	RBM34	
CHEK2	k373e	P31942	3.666666667	4.457968092	10.38291914	1.574627401	HNRNPH3	
CHEK2	k373e	P19525	3.666666667	4.284246054	9.206187523	1.574627401	EIF2AK2	
CHEK2	k373e	Q8NEJ9	3.333333333	3.533723979	117.1547222	1.533396631	NGDN	
CHEK2	k373e	Q96GQ7	3.333333333	3.351788568	44.83826683	1.573355385	DDX27	
CHEK2	k373e	Q5QJE6	3.333333333	2.078877636	19.76887537	1.349548553	DNTTIP2	
CHEK2	k373e	Q9UKD2	3.333333333	2.559822458	3.521715709	1.502855774	MRTO4	
CHEK2	k373e	Q9BUH6	3	3.406004761	117.4524586	1.541007871	C9orf142	
CHEK2	k373e	O75683	3	6.065775657	17.19477442	0.940285959	SURF6	
CHEK2	k373e	O00139	3	3.302064436	16.94356415	1.541007871	KIF2A	
CHEK2	k373e	Q86V48	3	5.227711632	13.54451669	1.541007871	LUZP1	
CHEK2	k373e	O43660	3	3.031061326	7.493726696	1.541007871	PLRG1	
CHEK2	k373e	P62995	3	3.35551899	5.225788461	1.584962501	TRA2B	
CHEK2	k373e	P35249	3	1.659869817	3.707052613	1.584962501	RFC4	
CHEK2	k373e	Q9Y520	3	1.604239078	2.686598866	1.584962501	PRRC2C	
CHEK2	k373e	P82650	3	2.138733903	2.170205634	1.463458299	MRPS22	
CHEK2	k373e	Q15007	3	1.638720989	1.889742926	1.584962501	WTAP	
CHEK2	k373e	Q8IY81	2.666666667	1.428580378	144.784741	1.566367267	FTSJ3	
CHEK2	k373e	Q9UQ03	2.666666667	3.351638495	140.3732733	1.566367267	CORO2B	
CHEK2	k373e	Q13610	2.666666667	7.359855666	103.6890403	1.517528789	PWP1	
CHEK2	k373e	Q9BQ67	2.666666667	1.774988728	57.49817535	1.566367267	GRWD1	
CHEK2	k373e	Q9Y3B9	2.666666667	5.967252265	35.48737847	1.566367267	RRP15	
CHEK2	k373e	Q9H0H5	2.666666667	3.152457085	30.6598547	1.446554269	RACGAP1	
CHEK2	k373e	Q15024	2.666666667	2.278675592	23.23385272	1.446554269	EXOSC7	
CHEK2	k373e	P26196	2.666666667	5.137771645	11.79832061	1.446554269	DDX6	
CHEK2	k373e	Q08170	2.666666667	2.363710243	11.72282458	1.566367267	SRSF4	
CHEK2	k373e	Q9NZB2	2.666666667	2.5107636	8.557052118	1.566367267	FAM120A	
CHEK2	k373e	P24844	2.666666667	2.724344172	7.989657862	1.566367267	MYL9	
CHEK2	k373e	O00541	2.666666667	1.938415587	6.334416383	1.517528789	PES1	
CHEK2	k373e	P06396	2.666666667	1.754717018	5.821029925	1.566367267	GSN	
CHEK2	k373e	Q5SW79	2.666666667	2.74186148	2.620959458	1.566367267	CEP170	
CHEK2	k373e	Q13242	2.666666667	1.765123594	2.330356617	1.566367267	SRSF9	
CHEK2	k373e	P09493	2.666666667	2.495596959	2.047865994	1.566367267	TPM1	
CHEK2	k373e	Q1KMD3	2.666666667	1.530099431	1.961209327	1.517528789	HNRNPUL2	
CHEK2	k373e	Q69YN4	2.5	3.61467808	1.638826592	0.979868757	KIAA1429	
CHEK2	k373e	Q13243	2.333333333	3.494923392	14.55358068	1.56320209	SRSF5	
CHEK2	k373e	Q9H444	2.333333333	3.07527079	11.54344492	1.483355755	CHMP4B	
CHEK2	k373e	O43166	2.333333333	2.684766117	7.642257516	1.483355755	SIPA1L1	
CHEK2	k373e	Q9HC36	2.333333333	3.748742383	7.322743835	1.56320209	RNMTL1	
CHEK2	k373e	Q9BRD0	2.333333333	2.446948518	4.497108101	1.483355755	BUD13	
CHEK2	k373e	Q99590	2.333333333	1.780922294	3.51775704	1.428412468	SCAF11	
CHEK2	k373e	Q9BRJ6	2	2.500196589	147.3149389	1.493709546	C7orf50	
CHEK2	k373e	Q9UBU9	2	1.7519351	112.6754067	1.584962501	NXF1	
CHEK2	k373e	O96028	2	2.126329371	100.462977	1.584962501	WHSC1	
CHEK2	k373e	Q13823	2	2.023860097	90.74765757	1.493709546	GNL2	
CHEK2	k373e	O43159	2	13.56544421	83.21536963	1.493709546	RRP8	
CHEK2	k373e	Q9NQT5	2	1.957190343	81.40240474	1.584962501	EXOSC3	
CHEK2	k373e	Q06265	2	1.654198899	74.81156264	1.493709546	EXOSC9	
CHEK2	k373e	Q8WYP5	2	2.500196589	68.46579658	1.493709546	AHCTF1	
CHEK2	k373e	Q14669	2	1.570342974	36.63961312	1.493709546	TRIP12	
CHEK2	k373e	O75934	2	2.14710541	12.68305978	1.493709546	BCAS2	
CHEK2	k373e	Q13868	2	2.423467139	7.370036644	1.493709546	EXOSC2	
CHEK2	k373e	Q96IZ0	2	2.226648806	3.491872531	1.584962501	PAWR	
CHEK2	k373e	Q13185	2	2.203317936	2.088906739	1.584962501	CBX3	
CHEK2	k373e	Q9UNQ2	2	1.710566719	1.541434467	1.493709546	DIMT1	
CHEK2	k373e_eto	P46013	59	2.047954466	16.1023047	1.566305781	MKI67	
CHEK2	k373e_eto	P35580	46	2.079027204	10.19808489	1.584066185	MYH10	
CHEK2	k373e_eto	O96017	44	30.02002365	33.26971258	1.584717803	CHEK2	
CHEK2	k373e_eto	P12956	29.66666667	3.611454086	2.450418345	1.582668346	XRCC6	
CHEK2	k373e_eto	O00159	27.33333333	2.042187165	7.379822834	1.582207944	MYO1C	
CHEK2	k373e_eto	O43795	24.66666667	2.281113892	13.58918001	1.574191105	MYO1B	
CHEK2	k373e_eto	Q6WCQ1	19.66666667	2.097684901	14.96684815	1.560251865	MPRIP	
CHEK2	k373e_eto	Q9UM54	16	1.43892672	38.48122156	1.521599491	MYO6	
CHEK2	k373e_eto	Q9NR30	15.66666667	1.796858904	4.058843511	1.57695265	DDX21	
CHEK2	k373e_eto	P51114	13	1.828920972	5.757940068	1.582254906	FXR1	
CHEK2	k373e_eto	O14974	12.66666667	1.91433629	1.568513186	1.512920587	PPP1R12A	
CHEK2	k373e_eto	Q9P0K7	12.33333333	1.795268298	12.82067174	1.566103083	RAI14	
CHEK2	k373e_eto	Q9ULV4	11.33333333	2.386907715	2.540001465	1.583795539	CORO1C	
CHEK2	k373e_eto	Q9Y5B9	11	1.869067495	2.40563763	1.569907712	SUPT16H	
CHEK2	k373e_eto	Q9NYL9	10.33333333	2.225801956	3.542013232	1.575214605	TMOD3	
CHEK2	k373e_eto	Q9UN86	8.333333333	2.479214971	2.482138428	1.570222911	G3BP2	
CHEK2	k373e_eto	P85037	7.666666667	52.41415361	133.3533466	1.575189876	FOXK1	
CHEK2	k373e_eto	P46087	7	1.799494792	8.648023736	1.559133766	NOP2	
CHEK2	k373e_eto	Q08945	7	1.956610755	2.653783372	1.584962501	SSRP1	
CHEK2	k373e_eto	Q96PK6	6.666666667	1.679567337	4.247217993	1.581635257	RBM14	
CHEK2	k373e_eto	Q5SSJ5	6.333333333	2.077642654	15.68679172	1.581411577	HP1BP3	
CHEK2	k373e_eto	P83111	5.666666667	1.51863704	97.20482645	1.567711658	LACTB	
CHEK2	k373e_eto	O60832	5.666666667	2.007941568	3.773632882	1.552594267	DKC1	
CHEK2	k373e_eto	P78356	5	34.13240801	34.76539986	1.567955436	PIP4K2B	
CHEK2	k373e_eto	Q9ULW0	4	2.309098134	2.377487356	1.414164757	TPX2	
CHEK2	k373e_eto	Q96T37	3.666666667	1.633345899	20.58496266	1.546631615	RBM15	
CHEK2	k373e_eto	O14979	3.666666667	2.781947452	1.938147755	1.574627401	HNRPDL	
CHEK2	k373e_eto	Q9BYG3	3.666666667	2.355499917	1.508417979	1.574627401	MKI67IP	
CHEK2	k373e_eto	Q92828	3	1.716447282	31.20376799	1.584962501	CORO2A	
CHEK2	k373e_eto	Q5QJE6	3	1.842298341	18.75440188	1.541007871	DNTTIP2	
CHEK2	k373e_eto	Q08170	2.666666667	2.363710243	11.72282458	1.360388078	SRSF4	
CHEK2	k373e_eto	Q9UNZ2	2.666666667	3.679944034	5.573817278	1.446554269	NSFL1C	
CHEK2	k373e_eto	Q96FF9	2.666666667	3.109792215	5.145165648	1.566367267	CDCA5	
CHEK2	k373e_eto	Q13247	2.666666667	2.279342632	3.457913684	1.517528789	SRSF6	
CHEK2	k373e_eto	Q9UKD2	2.666666667	1.981401038	3.149918289	1.566367267	MRTO4	
CHEK2	k373e_eto	P09493	2.666666667	2.495596959	2.047865994	1.566367267	TPM1	
CHEK2	k373e_eto	Q13393	2.333333333	Inf	NA	1.56320209	PLD1	
CHEK2	k373e_eto	P31942	2.333333333	2.715560605	8.282704154	1.56320209	HNRNPH3	
CHEK2	k373e_eto	Q3KQU3	2.333333333	2.529523941	5.101643024	1.483355755	MAP7D1	
CHEK2	k373e_eto	P51649	2.333333333	1.410882265	4.632169743	1.56320209	ALDH5A1	
CHEK2	k373e_eto	P62995	2.333333333	2.527648163	4.608712224	1.56320209	TRA2B	
CHEK2	k373e_eto	Q13310	2.333333333	2.572484156	3.248448495	1.428412468	PABPC4	
CHEK2	k373e_eto	P27105	2.333333333	2.434742421	1.694231265	1.56320209	STOM	
CHEK2	k373e_eto	P61158	2.333333333	3.038542181	1.608306815	1.56320209	ACTR3	
CHEK2	k373e_eto	Q7Z417	2	2.085795984	10.66375365	1.339664264	NUFIP2	
CHEK2	k373e_eto	Q92896	2	4.222458806	3.62420567	1.493709546	GLG1	
CHEK2	k373e_eto	Q13601	2	1.452667038	2.127716914	1.493709546	KRR1	
CHEK2	k373e_eto	O75822	2	1.683707465	2.08018377	1.493709546	EIF3J	
CHEK2	wt	O96017	41.33333333	28.1846531	32.24578292	1.583500206	CHEK2	
CHEK2	wt	Q5W0V3	7	3.036698374	1.591788369	1.575992254	FAM160B1	
CHEK2	wt	Q9Y243	4.666666667	4.615578828	136.2653626	1.578392733	AKT3	
CHEK2	wt	P52926	3.333333333	2.961045312	1.714296833	1.573355385	HMGA2	
CHEK2	wt	P27105	3	3.295140118	1.921077682	1.541007871	STOM	
CHEK2	wt	Q5QJE6	2.666666667	1.605719045	17.68181967	1.566367267	DNTTIP2	
CHEK2	wt	Q9UNZ2	2.666666667	3.679944034	5.573817278	1.517528789	NSFL1C	
CHEK2	wt	P31751	2.333333333	2.623057189	4.411265635	1.483355755	AKT2	
CHEK2	wt	O14979	2.333333333	1.590589545	1.546107048	1.56320209	HNRPDL	
CHEK2	wt	Q9NV06	2	5.049904925	5.904096836	1.493709546	DCAF13	
CHEK2	wt	P38432	2	3.058934302	4.618981301	0.881290899	COIL	
CHEK2	wt	P31749	2	3.243651738	3.001207619	1.584962501	AKT1	
CHEK2	wt	O75822	2	1.683707465	2.08018377	1.584962501	EIF3J	
CHEK2	wt_eto	O96017	42.33333333	28.87291706	32.63352169	1.578657424	CHEK2	
CHEK2	wt_eto	Q9Y5B9	9.666666667	1.576246921	2.255133402	1.583340773	SUPT16H	
CHEK2	wt_eto	P85037	8.666666667	59.26980821	141.7838206	1.559879176	FOXK1	
CHEK2	wt_eto	P78356	7.666666667	52.41415361	43.04924284	1.553283279	PIP4K2B	
CHEK2	wt_eto	Q08945	5.666666667	1.492162748	2.387702872	1.580419993	SSRP1	
CHEK2	wt_eto	Q5QJE6	5.333333333	3.498353406	25.00586918	1.489764838	DNTTIP2	
CHEK2	wt_eto	Q9Y243	4.666666667	4.615578828	136.2653626	1.578392733	AKT3	
CHEK2	wt_eto	Q9BYG3	4	2.612961536	1.575491196	1.559120237	MKI67IP	
CHEK2	wt_eto	Q13393	3.333333333	Inf	NA	1.502855774	PLD1	
CHEK2	wt_eto	Q15424	3.333333333	5.848172356	11.11261472	1.233515936	SAFB	
CHEK2	wt_eto	O14979	3.333333333	2.484107975	1.847951377	1.573355385	HNRPDL	
CHEK2	wt_eto	Q15004	3	3.205361771	1.67746061	1.584962501	KIAA0101	
CHEK2	wt_eto	Q9UNZ2	2.333333333	3.166717418	5.213828648	1.56320209	NSFL1C	
CHEK2	wt_eto	Q96FF9	2.333333333	2.668220511	4.812861763	1.56320209	CDCA5	
CHEK2	wt_eto	P27105	2.333333333	2.434742421	1.694231265	1.428412468	STOM	
CHEK2	wt_eto	P31942	2	2.279958733	7.668293986	1.584962501	HNRNPH3	
CHEK2	wt_eto	Q9NV06	2	5.049904925	5.904096836	1.493709546	DCAF13	
CHEK2	wt_eto	P31749	2	3.243651738	3.001207619	1.584962501	AKT1	
CHEK2	wt_eto	Q13185	2	2.203317936	2.088906739	1.493709546	CBX3	
EGFR	wt	P00533	77.66666667	38.29193594	2.074836688	1.584936115	EGFR	
EGFR	wt	Q86VP6	5.333333333	3.178675692	2.377052966	1.58006019	CAND1	
EGFR	wt	Q9Y5M8	2.5	6.732555968	1.718827749	0.979868757	SRPRB	
EGFR	wt	P51587	2.333333333	4.218585946	3.486182838	1.56320209	BRCA2	
EGFR	wt	O43760	2	3.480704817	1.793732805	1.493709546	SYNGR2	
ERBB2	wt	P04626	45.33333333	Inf	NA	1.577976274	ERBB2	
ERBB2	wt	Q9BRD0	4.666666667	2.583479407	2.489359787	1.560251865	BUD13	
ERBB2	wt	Q9NXH8	2.333333333	3.653058583	5.816568978	1.56320209	TOR4A	
ERBB2	wt	Q92979	2.333333333	2.156405308	3.026413424	1.56320209	EMG1	
ERBB2	wt	Q9HCD5	2	1.739569132	2.050671533	1.493709546	NCOA5	
ESR1	wt	Q15149	337	3.40632098	2.979869262	1.584492643	PLEC	
ESR1	wt	Q13813	185.3333333	3.324424263	2.801616321	1.584029537	SPTAN1	
ESR1	wt	P35579	179.6666667	1.460616534	2.252163399	1.584942735	MYH9	
ESR1	wt	Q01082	167.3333333	3.26655644	3.210327975	1.584888239	SPTBN1	
ESR1	wt	P35580	94	2.093043867	4.741089039	1.583943959	MYH10	
ESR1	wt	Q92614	78.66666667	5.973825051	8.753195831	1.584782334	MYO18A	
ESR1	wt	Q9UM54	73.33333333	3.470894667	9.068642391	1.584053381	MYO6	
ESR1	wt	O00159	63.33333333	2.564797044	2.65760221	1.584686339	MYO1C	
ESR1	wt	O95425	61	2.875516486	7.100404587	1.582500184	SVIL	
ESR1	wt	O43795	51.33333333	2.356124687	4.095934952	1.583269777	MYO1B	
ESR1	wt	Q9UHB6	43	3.586135694	1.939268571	1.579514902	LIMA1	
ESR1	wt	Q6WCQ1	39.33333333	1.92187467	6.528226747	1.577677213	MPRIP	
ESR1	wt	P06396	38	3.255834977	4.328088558	1.584635198	GSN	
ESR1	wt	Q16643	37.66666667	3.517645085	17.58653517	1.583530017	DBN1	
ESR1	wt	Q9P0K7	37	3.136420465	11.48462256	1.584617427	RAI14	
ESR1	wt	O14974	37	3.472391357	3.008777945	1.583581711	PPP1R12A	
ESR1	wt	O15231	36	10.7565225	4.923546012	1.584598168	ZNF185	
ESR1	wt	Q69YQ0	32.66666667	2.147425495	6.139559195	1.584814799	SPECC1L	
ESR1	wt	Q9Y4I1	27	5.122537156	19.101655	1.583053771	MYO5A	
ESR1	wt	Q9NYL9	24.66666667	2.853390864	2.310484818	1.583945348	TMOD3	
ESR1	wt	Q9BZF9	24	2.274361956	5.986165919	1.584150096	UACA	
ESR1	wt	Q9ULV4	24	2.764824498	2.827211924	1.582490449	CORO1C	
ESR1	wt	Q9UPQ0	23.66666667	2.666832827	10.9509931	1.581385345	LIMCH1	
ESR1	wt	Q5M775	23.33333333	4.856183852	8.874209819	1.579552389	SPECC1	
ESR1	wt	P03372	22.66666667	Inf	NA	1.582825103	ESR1	
ESR1	wt	Q96JB6	22.33333333	146.2969618	44.04035891	1.583701703	LOXL4	
ESR1	wt	O95782	20	7.318123234	2.76012825	1.58379888	AP2A1	
ESR1	wt	Q9Y2D5	19.66666667	3.805842415	3.966428412	1.577265215	AKAP2	
ESR1	wt	Q0ZGT2	19.33333333	2.486014196	8.328998494	1.582081923	NEXN	
ESR1	wt	O43166	16.66666667	2.920537101	4.195734998	1.548963336	SIPA1L1	
ESR1	wt	P28290	16	27.56858015	27.03470423	1.577733902	SSFA2	
ESR1	wt	P21589	15	4.780343623	3.424536736	1.582915639	NT5E	
ESR1	wt	Q12965	14.33333333	2.960547401	15.38652082	1.579793433	MYO1E	
ESR1	wt	P63010	14.33333333	5.863391806	2.296669001	1.562563191	AP2B1	
ESR1	wt	O60292	12.33333333	1.802937117	4.937527635	1.578040053	SIPA1L3	
ESR1	wt	Q8N556	12.33333333	2.449631801	3.708702639	1.571604103	AFAP1	
ESR1	wt	Q96SB3	10	3.013682075	22.8839855	1.584962501	PPP1R9B	
ESR1	wt	Q6NYC8	10	13.08490688	10.3708401	1.584962501	PPP1R18	
ESR1	wt	Q9Y512	9.666666667	6.343109274	6.697654192	1.531473831	SAMM50	
ESR1	wt	Q02218	8.666666667	7.351483212	9.543707891	1.577221668	OGDH	
ESR1	wt	P47755	8.333333333	1.704761831	3.797605657	1.576179511	CAPZA2	
ESR1	wt	O94851	8	4.274641633	3.368627216	1.538260624	MICAL2	
ESR1	wt	Q13751	8	7.417766228	1.877131739	1.533005045	LAMB3	
ESR1	wt	Q96H55	7.666666667	8.956577132	45.33115071	1.582420764	MYO19	
ESR1	wt	P61158	7.666666667	4.115567613	2.764795446	1.56696715	ACTR3	
ESR1	wt	Q02878	7.666666667	2.051062408	1.709969048	1.582420764	RPL6	
ESR1	wt	Q8IVT2	7.333333333	3.998198382	41.31209552	1.547620941	C19orf21	
ESR1	wt	O75146	7.333333333	12.4821031	12.17204015	1.573692105	HIP1R	
ESR1	wt	O94929	7.333333333	4.144003703	3.197342096	1.573692105	ABLIM3	
ESR1	wt	O15144	7	5.486279734	5.879764849	1.584962501	ARPC2	
ESR1	wt	P62140	7	5.314948304	1.897005257	1.575992254	PPP1CB	
ESR1	wt	O15143	6.666666667	12.55163252	9.262796377	1.528096974	ARPC1B	
ESR1	wt	Q9NQX4	6.666666667	3.06712755	8.156232421	1.543683724	MYO5C	
ESR1	wt	Q92828	6.333333333	1.903123946	17.78722711	1.569974075	CORO2A	
ESR1	wt	P48681	6	2.799959789	31.11424292	1.572923025	NES	
ESR1	wt	Q05682	6	27.93981052	15.18836307	1.572923025	CALD1	
ESR1	wt	Q9BUP0	5.666666667	11.83342824	85.0859962	1.567711658	EFHD1	
ESR1	wt	Q14677	5.666666667	9.096726626	14.38954307	1.580419993	CLINT1	
ESR1	wt	Q13753	5.333333333	Inf	NA	1.514829277	LAMC2	
ESR1	wt	Q9UQ03	5.333333333	2.62512622	34.24376783	1.514829277	CORO2B	
ESR1	wt	P98082	5.333333333	24.81113382	28.2082846	1.550597657	DAB2	
ESR1	wt	Q12792	5.333333333	2.199707936	8.328731025	1.550597657	TWF1	
ESR1	wt	P14649	5.333333333	3.060269131	8.061087196	1.564053541	MYL6B	
ESR1	wt	P53680	5.333333333	9.674826773	2.841555577	1.564053541	AP2S1	
ESR1	wt	Q9BRK4	5	3.588291702	34.34777337	1.567955436	LZTS2	
ESR1	wt	O15061	5	4.995484833	4.585616793	1.515654656	SYNM	
ESR1	wt	P13987	5	5.252437274	3.634106648	1.584962501	CD59	
ESR1	wt	Q9NSY1	4.666666667	6.286285238	59.80412045	1.578392733	BMP2K	
ESR1	wt	Q8N3V7	4.666666667	2.450567167	37.5828207	1.560251865	SYNPO	
ESR1	wt	P80723	4.666666667	3.39133908	2.184967985	1.578392733	BASP1	
ESR1	wt	P16278	4.333333333	12.62403651	180.8396115	1.577759502	GLB1	
ESR1	wt	O75431	4.333333333	28.26306837	155.1940659	1.577759502	MTX2	
